jan,ec_name,kaitori_name,kaitori_price,yahoo_price,shipping,profit,profit_rate,point_rate,effective_cost,effective_profit,effective_profit_rate,note,kaitori_url,category
4902370553901,任天堂 (Switch2)あつまれ どうぶつの森 Nintendo Switch 2 Edition 返品種別B,あつまれ どうぶつの森/Switch 2,5000,6380,600,-1980,-0.3103,0.05,6061,-1661,-0.274,,https://www.kaitorishouten-co.jp/category/3/701,Switch用ソフト（パッケージ版）
4902370553611,任天堂 (Switch)スーパーマリオギャラクシー ＋ スーパーマリオギャラクシー 2 返品種別B,スーパーマリオギャラクシー ＋ スーパーマリオギャラクシー 2/Switch,6100,7580,600,-2080,-0.2744,0.05,7201,-1701,-0.2362,,https://www.kaitorishouten-co.jp/category/3/89,Switch用ソフト（パッケージ版）
4902370554328,任天堂 (Switch2)Star Fox (スターフォックス) 返品種別B,Star Fox/Switch 2,4400,5800,600,-2000,-0.3448,0.05,5510,-1710,-0.3103,,https://www.kaitorishouten-co.jp/category/3/71,Switch 2用ソフト（パッケージ版）
4976219137799,カプコン (PS5)プラグマタ 通常版 返品種別B,プラグマタ/PS5,5400,6870,600,-2070,-0.3013,0.05,6526,-1726,-0.2645,,https://www.kaitorishouten-co.jp/category/3/71,PS5用ソフト（パッケージ版）
4948872017213,『新品』DEATH STRANDING 2: ON THE BEACH [PS5],DEATH STRANDING 2: ON THE BEACH/PS5,4300,5724,600,-2024,-0.3536,0.05,5438,-1738,-0.3196,,https://www.kaitorishouten-co.jp/category/3/514,PS5用ソフト（パッケージ版）
4902370552744,Nintendo 【Switch 2】 Joy-Con 2 (L) ライトブルー/(R) ライトレッド,Nintendo Switch Joy-Con 2 (L) ライトブルー/(R) ライトレッド,8200,9980,600,-2380,-0.2385,0.05,9481,-1881,-0.1984,,https://www.kaitorishouten-co.jp/category/3/703,Nintendo Switch用周辺機器
4976219137492,カプコン (PS5)バイオハザード レクイエム 通常版 返品種別B,バイオハザード レクイエム/PS5,6000,7730,600,-2330,-0.3014,0.05,7344,-1944,-0.2647,,https://www.kaitorishouten-co.jp/category/3/514,PS5用ソフト（パッケージ版）
4901777188914,サントリー 山崎 12年 700ml 箱なし アウトレット シングルモルト ウイスキー whisky,サントリー シングルモルト ウイスキー 山崎 12年 700ml 43度,20300,22800,600,-3100,-0.136,0.05,21660,-1960,-0.0905,要確認: アウトレット/箱なし,https://www.kaitorishouten-co.jp/category/5/9,国産ウイスキー
4901777279421,サントリーウイスキー 知多 43％ 700ml 正規品 日本 グレーン ウイスキー whisky_SGRCD,サントリーウイスキー知多 700ml 43度,3800,5720,600,-2520,-0.4406,0.05,5434,-2234,-0.4111,,https://www.kaitorishouten-co.jp/category/5/671,国産ウイスキー
4901777233812,サントリー シングルモルト ウイスキー 山崎 700ml  カートンなし,サントリー シングルモルト ウイスキー 山崎 700ML 43度,10000,12350,600,-2950,-0.2389,0.05,11732,-2332,-0.1988,,https://www.kaitorishouten-co.jp/category/5/9,国産ウイスキー
4901777415096,『送料無料！』 （地域限定）サントリーウイスキー シングルモルトウイスキー 山崎 Story of the Distillery 2024 43度 700ml瓶 箱付[si][qw][ypc],山崎 Story of the Distillery 2024 EDITION 700ml 43度,17000,19800,600,-3400,-0.1717,0.05,18810,-2410,-0.1281,,https://www.kaitorishouten-co.jp/category/5/478,国産ウイスキー
4948872016858,Stellar Blade (ステラーブレイド) PS5用ソフト（パッケージ版）,Stellar Blade（ステラーブレイド）/PS5,4200,6469,600,-2869,-0.4435,0.05,6146,-2546,-0.4143,,https://www.kaitorishouten-co.jp/category/3/514,PS5用ソフト（パッケージ版）
4948872417105,ソニー・インタラクティブエンタテインメント (PS5)DualSense(R) ワイヤレスコントローラー リズム ブルー 返品種別B,PS5 ワイヤレスコントローラー リズム ブルー[CFI-ZCT2J15],9300,12480,600,-3780,-0.3029,0.05,11856,-3156,-0.2662,,https://www.kaitorishouten-co.jp/category/3/280,PS5用周辺機器、アクセサリー
4967576666619,ヨーグルトメーカー IYM-016-W アイリスオーヤマ ギリシャヨーグルト 牛乳パック 飲むヨーグルト 甘酒メーカー 発酵食品 低音調理 美容 手作り,IRIS OHYAMA ヨーグルトメーカー IYM-016-W,2200,5080,600,-3480,-0.685,0.05,4826,-3226,-0.6685,,https://www.kaitorishouten-co.jp/category/3/472,ヨーグルトメーカー
4988602179248,コナミデジタルエンタテインメント (Switch)桃太郎電鉄2 〜あなたの町も きっとある〜 東日本編＋西日本編 返品種別B,桃太郎電鉄２ 〜あなたの町も きっとある〜 東日本編＋西日本編/Switch,3800,6780,600,-3580,-0.528,0.05,6441,-3241,-0.5032,,https://www.kaitorishouten-co.jp/category/3/89,Switch用ソフト（パッケージ版）
4902370545302,Nintendo Switch Lite コーラル 任天堂 Switch本体 ※量販店舗印付の場合があります、商品情報ご覧ください。,Nintendo Switch Lite コーラル,27400,31889,600,-5089,-0.1596,0.05,30295,-3495,-0.1154,,https://www.kaitorishouten-co.jp/category/3/281,Nintendo Switch本体
4902370542929,Nintendo Switch Lite グレー※量販店舗印付の場合があります、商品情報ご覧ください。,Nintendo Switch Lite グレー,27400,31945,600,-5145,-0.1611,0.05,30348,-3548,-0.1169,,https://www.kaitorishouten-co.jp/category/3/281,Nintendo Switch本体
4902370542943,Nintendo Switch Lite ターコイズ※量販店舗印付の場合があります、商品情報ご覧ください。,Nintendo Switch Lite ターコイズ,27400,32000,600,-5200,-0.1625,0.05,30400,-3600,-0.1184,,https://www.kaitorishouten-co.jp/category/3/281,Nintendo Switch本体
4901777233911,サントリー 白州 シングルモルトウイスキー 700ml 43度 箱なし,サントリー シングルモルト ウイスキー 白州 700ml 43度,9200,12980,600,-4380,-0.3374,0.05,12331,-3731,-0.3026,要確認: 箱なし,https://www.kaitorishouten-co.jp/category/5/9,国産ウイスキー
4901777270688,サントリー 響 JAPANESE HARMONY ジャパニーズ ハーモニー 43度 700ml 箱付き,サントリー 響 ジャパニーズ ハーモニー 700ml 43度,10000,13980,600,-4580,-0.3276,0.05,13281,-3881,-0.2922,,https://www.kaitorishouten-co.jp/category/5/9,国産ウイスキー
5025155116425,★dyson / ダイソン Dyson PencilVac Fluffycones SV50 FC [マットブラック]【掃除機】【送料無料】,掃除機 Dyson PencilVac Fluffycones SV50 FC [マットブラック],46000,51960,600,-6560,-0.1263,0.05,49362,-3962,-0.0803,,https://www.kaitorishouten-co.jp/category/3/80,掃除機
4948872017251,ソニー・インタラクティブエンタテインメント (PS5)PlayStation Portal リモートプレーヤー ミッドナイト ブラック 返品種別B,PlayStation Portal リモートプレーヤー ミッドナイト ブラック[CFIJ-18001],34500,39980,600,-6080,-0.1521,0.05,37981,-4081,-0.1074,,https://www.kaitorishouten-co.jp/category/3/280,PS5用周辺機器、アクセサリー
4902370553031,Nintendo Switch 2 マリオカート ワールドセット 日本語・国内専用 BEE-S-KB6PA,Nintendo Switch 2 マリオカート ワールドセット 日本語・国内専用,57300,64049,600,-7349,-0.1147,0.05,60847,-4147,-0.0682,,https://www.kaitorishouten-co.jp/category/3/703,Nintendo Switch 2本体
4902370550733,Nintendo Switch ネオンブルー・ネオンレッド 新モデル※量販店舗印付の場合があります、商品情報ご覧ください。,Nintendo Switch ネオンブルー・ネオンレッド 新モデル,37300,43000,600,-6300,-0.1465,0.05,40850,-4150,-0.1016,,https://www.kaitorishouten-co.jp/category/3/281,Nintendo Switch本体
4948872415910,★新品 未使用 PS5 2023新型 プレイステーション5 本体 PlayStation 5 デジタル・エディション Slimモデル 1TB CFI-2000B01,プレイステーション5 デジタル Slimモデル CFI-2000B01,85700,93980,600,-8880,-0.0945,0.05,89281,-4181,-0.0468,,https://www.kaitorishouten-co.jp/category/3/280,PS5本体
4549995635232,【ラッピング可】【即日発送】【新品】Apple アップル AirPods Pro 3 MFHP4J/A,AirPods Pro 第3世代 MFHP4J/A,31500,36950,600,-6050,-0.1637,0.05,35102,-4202,-0.1197,,https://www.kaitorishouten-co.jp/category/3/277,イヤホン本体
4948872415934,【ラッピング可】【即日発送】【新品 箱不良・シュリンク破れ品】SIE PlayStation5 ディスクドライブ Slimモデル CFI-2000A01 1TB,プレイステーション5 Slimモデル CFI-2000A01,101200,110500,600,-9900,-0.0896,0.05,104975,-4375,-0.0417,,https://www.kaitorishouten-co.jp/category/3/280,PS5本体
4902370551198,Nintendo Switch グレー 新モデル※量販店舗印付の場合があります、商品情報ご覧ください。,Nintendo Switch グレー 新モデル,38700,44768,600,-6668,-0.1489,0.05,42530,-4430,-0.1042,,https://www.kaitorishouten-co.jp/category/3/281,Nintendo Switch本体
4549995649185,★Appleストア版 国内SIMフリー iPhone17 256GB ラベンダー MG6A4J/A A3519 新品未開封 本体  eSIM専用端末♪高質ガラスフィルムと透明ケースプレゼント,iPhone 17 256GB 紫,135000,146280,600,-11880,-0.0812,0.05,138966,-4566,-0.0329,,https://www.kaitorishouten-co.jp/category/2/708,iPhone本体
4549995649192,★Appleストア版 国内SIMフリー iPhone17 256GB セージ MG6C4J/A A3519 新品未開封 本体  eSIM専用端末♪高質ガラスフィルムと透明ケースプレゼント,iPhone 17 256GB 緑,135000,146280,600,-11880,-0.0812,0.05,138966,-4566,-0.0329,,https://www.kaitorishouten-co.jp/category/2/708,iPhone本体
4549995649178,★Appleストア版 国内SIMフリー iPhone17 256GB ミストブルー MG694J/A A3519 新品未開封 本体  eSIM専用端末♪高質ガラスフィルムと透明ケース付,iPhone 17 256GB 青,135000,146280,600,-11880,-0.0812,0.05,138966,-4566,-0.0329,,https://www.kaitorishouten-co.jp/category/2/708,iPhone本体
4549995649161,★Appleストア版 国内SIMフリー iPhone17 256GB ホワイト MG684J/A A3519 新品未開封 本体  eSIM専用端末♪高質ガラスフィルムと透明ケースプレゼント,iPhone 17 256GB 白,135000,146280,600,-11880,-0.0812,0.05,138966,-4566,-0.0329,,https://www.kaitorishouten-co.jp/category/2/708,iPhone本体
4521329432786,ポケモンカードゲーム ニンジャスピナー BOX MEGA 拡張パック 新品未開封 シュリンク付き,ポケモンカードゲーム MEGA 拡張パック ニンジャスピナー BOX,9000,13680,600,-5280,-0.386,0.05,12996,-4596,-0.3536,,https://www.kaitorishouten-co.jp/category/3/533,トレーディングカード
4549995429244,【中古】Apple 国内版 【SIMフリー】 iPhone 15 Pro 256GB ブラックチタニウム MTUC3J/A【博多】保証期間１ヶ月【ランクC】,iPhone 15 Pro 256GB 黒,90000,98980,600,-9580,-0.0968,0.05,94031,-4631,-0.0492,要確認: 中古,https://www.kaitorishouten-co.jp/category/2/669,iPhone本体
4549995433937,AirPods Pro 第2世代 USB-Cコネ クタ MTJV3J/A　未開封・購入前 に商品情報欄をご覧ください。,AirPods Pro 第2世代 USB-Cコネクタ MTJV3J/A,25000,30952,600,-6552,-0.2117,0.05,29404,-5004,-0.1702,,https://www.kaitorishouten-co.jp/category/3/277,イヤホン本体
4948872417419,プレイステーション5 デジタル・エディション 日本語専用 CFI-2200B01 ※量販店舗印付の場合があります、商品情報ご覧ください。,プレイステーション5 デジタル・エディション 日本語専用 CFI-2200B01,47300,54445,600,-7745,-0.1423,0.05,51723,-5023,-0.0971,,https://www.kaitorishouten-co.jp/category/3/280,PS5本体
4549995519860,Apple AirPods 4 MXP63J/A H2チップ ワイヤレスイヤホン 第4世代 MXP63JA MXP63J AirPods4 アップル 国内正規品 高音質 ワイヤレス イヤホン,Apple AirPods 4 MXP63J/A,15000,20450,600,-6050,-0.2958,0.05,19428,-5028,-0.2588,,https://www.kaitorishouten-co.jp/category/3/277,イヤホン本体
4549995539059,★Apple国内正規SIMフリー iPhone16 128GB ホワイト MYDR3J/A A3286 新品未開封 本体♪9H硬度高質ガラスフィルムと透明ケースプレゼント,iPhone 16 128GB 白,108000,118500,600,-11100,-0.0937,0.05,112575,-5175,-0.046,,https://www.kaitorishouten-co.jp/category/2/687,iPhone本体
4549995539042,★Apple国内正規SIMフリー iPhone16 128GB ブラック MYDQ3J/A A3286 新品未開封 本体♪9H硬度高質ガラスフィ ルムと透明ケースプレゼント,iPhone 16 128GB 黒,108000,118500,600,-11100,-0.0937,0.05,112575,-5175,-0.046,,https://www.kaitorishouten-co.jp/category/2/687,iPhone本体
4549995539080,★Apple国内正規SIMフリー iPhone16 128GB  ティール MYDV3J/A A3286 新品未開封 本体 ♪9H硬度高質ガラスフィルムと透明ケースプレゼント,iPhone 16 128GB 緑,108000,118500,600,-11100,-0.0937,0.05,112575,-5175,-0.046,,https://www.kaitorishouten-co.jp/category/2/687,iPhone本体
4902370548501,Nintendo Switch 有機ELモデル ネオンブルー・ネオンレッド HEG-S-KABAA ※量販店舗印付の場合があります、商品情報ご覧ください。,Nintendo Switch 有機ELモデル ネオンブルー・ネオンレッド,48500,55889,600,-7989,-0.1429,0.05,53095,-5195,-0.0978,,https://www.kaitorishouten-co.jp/category/3/281,Nintendo Switch本体
4902370548495,Nintendo Switch 有機ELモデル ホワイト HEG-S-KAAAA  ※量販店舗印付の場合があります、商品情報ご覧ください。,Nintendo Switch 有機ELモデル ホワイト,45000,52252,600,-7852,-0.1503,0.05,49639,-5239,-0.1055,,https://www.kaitorishouten-co.jp/category/3/281,Nintendo Switch本体
4521329374659,ポケモンカードゲーム スカーレット＆バイオレット 拡張パック ロケット団の栄光 BOX,ポケモンカード S&V 拡張パック ロケット団の栄光 BOX,21000,27000,600,-6600,-0.2444,0.05,25650,-5250,-0.2047,,https://www.kaitorishouten-co.jp/category/3/722,トレーディングカード
4902370553024,Nintendo Switch 2 日本語・国内専用 BEE-S-KB6CA ※量販店舗印付の場合があります、商品情報ご覧ください。,Nintendo Switch 2 日本語・国内専用,49500,57015,600,-8115,-0.1423,0.05,54164,-5264,-0.0972,,https://www.kaitorishouten-co.jp/category/3/703,Nintendo Switch 2本体
4967576493703,電気圧力鍋 圧力鍋 鍋 口コミ 4L アイリスオーヤマ 多機能 一人暮らし 圧力鍋 鍋 なべ 炊飯器 レシピ本 黒 ブラック PMPC-MA4-B,IRIS OHYAMA 電気圧力鍋 PMPC-MA4,11000,16800,600,-6400,-0.381,0.05,15960,-5560,-0.3484,,https://www.kaitorishouten-co.jp/category/3/570,グリル鍋
4549980878866,美容機器 パナソニック EH-SP86-K [ブラック],Panasonic 美顔器 バイタリフト かっさ EH-SP86-K [ブラック],28700,35559,600,-7459,-0.2098,0.05,33781,-5681,-0.1682,,https://www.kaitorishouten-co.jp/category/3/209,美顔器
4549995677584,★Apple国内正規SIMフリー iPhone17e 256GB ピンク  MHRQ4J/A A3575 新品未開封 本体 eSIM専用端末♪9H硬度高質ガラスフィルムと透明ケースプレゼント,iPhone 17e 256GB 桃,93500,103980,600,-11080,-0.1066,0.05,98781,-5881,-0.0595,,https://www.kaitorishouten-co.jp/category/2/725,iPhone本体
4549995677539,★Apple国内正規SIMフリー iPhone17e 256GB ホワイト  MHRP4J/A A3575 新品未開封 本体eSIM専用端末♪9H硬度高質ガラスフィルムと透明ケースプレゼント,iPhone 17e 256GB 白,93500,104580,600,-11680,-0.1117,0.05,99351,-6451,-0.0649,,https://www.kaitorishouten-co.jp/category/2/725,iPhone本体
4549995677485,★Apple国内正規SIMフリー iPhone17e 256GB ブラック  MHRN4J/A A3575 新品未開封 本体eSIM専用端末♪9H硬度高質ガラスフィルムと透明ケースプレゼント,iPhone 17e 256GB 黒,93500,104580,600,-11680,-0.1117,0.05,99351,-6451,-0.0649,,https://www.kaitorishouten-co.jp/category/2/725,iPhone本体
4902430539586,BRAUN ブラウン シェーバー 髭剃り シリーズ7/プロソニック用 替え刃 F/C70S-3Z 網刃 内刃一体型 男性,BRAUN シェーバー替刃 F/C70S-3Z,3000,9323,600,-6923,-0.7426,0.05,8857,-6457,-0.729,,https://www.kaitorishouten-co.jp/category/3/714,メンズシェーバー替刃、アクセサリー
4549995519921,Apple AirPods 4 MXP93J/A アクティブノイズキャンセリング H2チップ ワイヤレスイヤホン 第4世代 ANC MXP93JA MXP93J AirPods4 アップル,Apple AirPods 4 [ノイキャン版] MXP93J/A,21000,28400,600,-8000,-0.2817,0.05,26980,-6580,-0.2439,,https://www.kaitorishouten-co.jp/category/3/277,イヤホン本体
4521329427270,送料無料 ポケモンカードゲーム MEGA スタートデッキ100 バトルコレクション,ポケモンカードゲーム MEGA スタートデッキ100 バトルコレクション,1300,7700,600,-7000,-0.9091,0.05,7315,-6615,-0.9043,,https://www.kaitorishouten-co.jp/category/3/722,トレーディングカード
5025155070901,ダイソン サイクロン式スティッククリーナー 充電式 パワーブラシ ニッケル/ アイアン/ ブルー (掃除機)Dyson V8 Slim Fluffy Extra SV10KEXTBU 返品種別A,掃除機 Dyson V8 Slim Fluffy Extra SV10K EXT BU,23000,30699,600,-8299,-0.2703,0.05,29164,-6764,-0.2319,,https://www.kaitorishouten-co.jp/category/3/373,掃除機
4549980652947,Panasonic パナソニック ヘアドライヤー ナノケア EH-NA0J-P ラベンダーピンク 高浸透ナノイー ミネラル搭載 コンパクト,Panasonic ナノケア EH-NA0J-P [ラベンダーピンク],28500,36500,600,-8600,-0.2356,0.05,34675,-6775,-0.1954,,https://www.kaitorishouten-co.jp/category/3/212,ヘアドライヤー
4549980652954,Panasonic パナソニック ヘアドライヤー ナノケア EH-NA0J-W ウォームホワイト 高浸透ナノイー&amp;ミネラル搭載 コンパクト,Panasonic ナノケア EH-NA0J-W [ウォームホワイト],28200,36500,600,-8900,-0.2438,0.05,34675,-7075,-0.204,,https://www.kaitorishouten-co.jp/category/3/212,ヘアドライヤー
4948872417075,★新品 未使用 PS5 2025年版 プレイステーション5 本体 PlayStation 5 Pro CFI-7100B01 2TB SONY 本体,プレイステーション5 Pro [CFI-7100B01] 2025版,150200,165800,600,-16200,-0.0977,0.05,157510,-7910,-0.0502,,https://www.kaitorishouten-co.jp/category/3/280,PS5本体
4974305230492,象印マホービン 圧力IH炊飯ジャー NW-YC10 WA,象印 炊飯器 豪熱大火力 NW-YC10-WA [ホワイト],26500,35820,600,-9920,-0.2769,0.05,34029,-8129,-0.2389,,https://www.kaitorishouten-co.jp/category/3/473,炊飯器本体
4549995615388,【ラッピング可】【即日発送】【新品】Apple アップル Watch SE 3 GPSモデル 40mm MEH34J/A  スターライト スポーツバンド S/M,Apple Watch SE 3（GPSモデル）- 40mmスターライトアルミニウムケースとスターライトスポーツバンド - S/M MEH34J/A,30000,39870,600,-10470,-0.2626,0.05,37876,-8476,-0.2238,,https://www.kaitorishouten-co.jp/category/3/274,スマートウォッチ本体
4549995649154,★Appleストア版 国内SIMフリー iPhone17 256GB ブラック  MG674J/A A3519 新品未開封 本体  eSIM専用端末♪高質ガラスフィルムと透明ケースプレゼント,iPhone 17 256GB 黒,135000,150800,600,-16400,-0.1088,0.05,143260,-8860,-0.0618,,https://www.kaitorishouten-co.jp/category/2/708,iPhone本体
4549995429206,iPhone15 Pro 128GB APPLE SIMフリー 中古 Bランク 商品補償100日間 バッテリー80%以上 APPLE版SIMフリーorキャリア判定○品,iPhone 15 Pro 128GB 黒,79000,91980,600,-13580,-0.1476,0.05,87381,-8981,-0.1028,要確認: 中古,https://www.kaitorishouten-co.jp/category/2/669,iPhone本体
